animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
329,Planetes,Planetes,プラネテス,['ΠΛΑΝΗΤΕΣ'],TV,Manga,NHK,Seinen,Sunrise,26,Finished Airing,FALSE,2003-10-04,2004-04-01,25 min per ep,PG-13 - Teens 13 or older,8.35,49279,207,625,150440,3033,"In 2075, space travel is no longer just a dream, but an everyday reality for mankind. Advancements in science and technology have led to the colonization of the moon, the commercialization of outer space, and the formation of large space corporations. Ai Tanabe, an upbeat woman whose interests lie in the cosmos, joins Technora Corporation as a member of their Debris Section, a department dedicated to the removal of dangerous space junk between the orbits of the Earth and Moon. However, Ai soon discovers how unappreciated her job is. As the laughingstock of Technora, the Debris Section is severely understaffed, poorly funded, and is forced to use a dilapidated spaceship nicknamed the ""Toy Box"" for debris retrieval. Undeterred, Ai perseveres and gradually becomes acquainted with the strange personalities that make up the Debris Section's staff, such as the bumbling but good-natured chief clerk Philippe Myers; the mysterious and tight-lipped temp worker Edelgard Rivera; and the hotheaded and passionate Hachirouta Hoshino, who longs for a spaceship to call his own. Planetes is an unconventional sci-fi series that portrays the vastness of space as a backdrop for the personal lives of ordinary people—people who may have been born on Earth, but whose hopes and dreams lie amongst the stars. [Written by MAL Rewrite]",Planetes is the winner of the 2005 Seiun Award for Best Dramatic Presentation in science fiction.,Fall 2003,Saturdays at 08:05 (JST),"{'Adaptation': [{'mal_id': 481, 'type': 'manga', 'name': 'Planetes', 'url': 'https://myanimelist.net/manga/481/Planetes'}], 'Other': [{'mal_id': 10735, 'type': 'anime', 'name': 'Planetes Picture Drama', 'url': 'https://myanimelist.net/anime/10735/Planetes_Picture_Drama'}]}"
34612,Saiki Kusuo no Ψ-nan 2,The Disastrous Life of Saiki K. 2,斉木楠雄のΨ難 2,['Saiki Kusuo no Psi Nan 2'],TV,Manga,TV Tokyo,Comedy,Egg Firm,24,Finished Airing,FALSE,2018-01-17,2018-06-02,24 min per ep,PG-13 - Teens 13 or older,8.65,52975,59,831,117798,1307,"The disastrous life of the gifted psychic Kusuo Saiki continues, despite his utmost effort to live an ordinary life. Although he has certainly grown accustomed to dealing with his troublesome friends—who are his biggest hurdle to achieving a peaceful life—he still has a long way to go. Also joining the usual oddballs are a few new faces whose shenanigans add to Saiki's misery, making his dreams of a hassle-free life a distant fantasy. [Written by MAL Rewrite]",NA,Winter 2018,Wednesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 37755, 'type': 'manga', 'name': 'Saiki Kusuo no Ψ-nan', 'url': 'https://myanimelist.net/manga/37755/Saiki_Kusuo_no_Ψ-nan'}], 'Prequel': [{'mal_id': 33255, 'type': 'anime', 'name': 'Saiki Kusuo no Ψ-nan', 'url': 'https://myanimelist.net/anime/33255/Saiki_Kusuo_no_Ψ-nan'}], 'Sequel': [{'mal_id': 38249, 'type': 'anime', 'name': 'Saiki Kusuo no Ψ-nan: Kanketsu-hen', 'url': 'https://myanimelist.net/anime/38249/Saiki_Kusuo_no_Ψ-nan__Kanketsu-hen'}]}"
1579,Kiniro no Corda: Primo Passo,La corda d'oro: primo passo,金色のコルダ ～primo passo～,"[""Kin'iro no Chord"", 'Kiniro no Chord', 'Kin-iro no Corda: Primo Passo', 'The Golden Chord']",TV,Visual novel,Hakusensha,Romance,Yumeta Company,25,Finished Airing,FALSE,2006-10-02,2007-03-02,24 min per ep,PG-13 - Teens 13 or older,7.61,37886,1342,1237,75058,1130,"Hino Kahoko is a student whose school is divided into two branches—the Normal Branch, in which students wear grey uniforms, and the Music Branch, in which the students wear white. The school's tradition is a music competition, but it is more common that students from the Music Branch are chosen to compete. Kahoko is surprised one day to encounter a fairy named Lili. Solely because she is the only student to see him, she is the only student from the Normal Branch to be in the competition. Kahoko doesn't have any musical knowledge, until Lili grants her a magic violin, one that anyone can play if they believe they can truly do it. Kahoko must now face the trials of the competition, her competitors, and her peers.",NA,Fall 2006,Unknown,"{'Adaptation': [{'mal_id': 1051, 'type': 'manga', 'name': 'Kiniro no Corda', 'url': 'https://myanimelist.net/manga/1051/Kiniro_no_Corda'}], 'Side story': [{'mal_id': 3392, 'type': 'anime', 'name': 'Kiniro no Corda: Primo Passo - Hitonatsu no Encore', 'url': 'https://myanimelist.net/anime/3392/Kiniro_no_Corda__Primo_Passo_-_Hitonatsu_no_Encore'}], 'Sequel': [{'mal_id': 5717, 'type': 'anime', 'name': 'Kiniro no Corda: Secondo Passo', 'url': 'https://myanimelist.net/anime/5717/Kiniro_no_Corda__Secondo_Passo'}], 'Spin-off': [{'mal_id': 20971, 'type': 'anime', 'name': 'Kiniro no Corda: Blue♪Sky', 'url': 'https://myanimelist.net/anime/20971/Kiniro_no_Corda__Blue♪Sky'}]}"
62,D.C.: Da Capo,D.C.~Da Capo~,D.C.～ダ・カーポ～,[],TV,Visual novel,King Records,Magic,Zexcs,26,Finished Airing,FALSE,2003-07-05,2003-12-02,24 min per ep,PG-13 - Teens 13 or older,6.86,24731,4164,1485,59502,183,"Every year the flowers bloom. Mysterious Cherry Blossoms blooming all over a crescent shaped island. That island is the island of Hatsune... The main character who goes to Kazami Academy, Asakura Junnichi, has the power to see the dreams of other people in his sleep. He was also taught magic by an old lady that allows him to create sweets. One day, Junnichi seems to have seen someone's dream again while he was sleeping. Inside that dream, a girl who was a childhood friend of his appeared. But, he was woken up by his sister Asakura Nemu, forcing him to come back to his regular life. Nemu doesn't actually have any blood relation to Junnichi but their bond is deeper than other real brothers and sisters. So deep that it gives the illusion that they're lovers. It was another peaceful normal day waking up early in the morning and going to Kazami Academy. Together with childhood friend Amakase Miharu, the academy idol Shirakawa Kotori, the two sisters Mizukoshi Moe and Mako who prefer eating nabe on the school roof for lunch. Going through their day as usual, their childhood friend, Yoshino Sakura, who they thought had moved to America suddenly appears. It was a surprise for Junnichi and Nemu. Sakura tells them, ""I came to finish the promise we made during our childhood""... (Source: AnimeNfo and AniDB)",NA,Summer 2003,Saturdays at Unknown,"{'Adaptation': [{'mal_id': 3052, 'type': 'manga', 'name': 'Da Capo', 'url': 'https://myanimelist.net/manga/3052/Da_Capo'}], 'Sequel': [{'mal_id': 291, 'type': 'anime', 'name': 'D.C.S.S: Da Capo Second Season', 'url': 'https://myanimelist.net/anime/291/DCSS__Da_Capo_Second_Season'}], 'Alternative setting': [{'mal_id': 5216, 'type': 'anime', 'name': 'D.C.if: Da Capo if', 'url': 'https://myanimelist.net/anime/5216/DCif__Da_Capo_if'}, {'mal_id': 9393, 'type': 'anime', 'name': 'T.P. Sakura: Time Paladin Sakura', 'url': 'https://myanimelist.net/anime/9393/TP_Sakura__Time_Paladin_Sakura'}], 'Other': [{'mal_id': 9353, 'type': 'anime', 'name': 'D.C. I&II P.S.P. Re-Animated', 'url': 'https://myanimelist.net/anime/9353/DC_I_II_PSP_Re-Animated'}]}"
28993,Hand Soap,NA,ハンドソープ,[],Movie,Unknown,NA,Dementia,NA,1,Finished Airing,FALSE,2008-01-01,NA,15 min,R+ - Mild Nudity,4.59,174,10090,10458,443,0,An atmospheric and dark vision of adolescence and family life.,NA,NA,NA,{}
431,Howl no Ugoku Shiro,Howl's Moving Castle,ハウルの動く城,[],Movie,Novel,d-rights,Drama,Studio Ghibli,1,Finished Airing,FALSE,2004-11-20,NA,1 hr 59 min,G - All Ages,8.72,366722,39,87,535005,10846,"That jumbled piece of architecture, that cacophony of hissing steam and creaking joints, with smoke billowing from it as it moves on its own... That castle is home to the magnificent wizard Howl, infamous for both his magical prowess and for being a womanizer—or so the rumor goes in Sophie Hatter's small town. Sophie, as the plain daughter of a hatmaker, does not expect much from her future and is content with working hard in the shop. However, Sophie's simple life takes a turn for the exciting when she is ensnared in a disturbing situation, and the mysterious wizard appears to rescue her. Unfortunately, this encounter, brief as it may be, spurs the vain and vengeful Witch of the Waste—in a fit of jealousy caused by a past discord with Howl—to put a curse on the maiden, turning her into an old woman. In an endeavor to return to normal, Sophie must accompany Howl and a myriad of eccentric companions—ranging from a powerful fire demon to a hopping scarecrow—in his living castle, on a dangerous adventure as a raging war tears their kingdom apart. [Written by MAL Rewrite]","Howl No Ugoku Shiro premiered at the Venice Film Festival in 2004 and was later released to Japanese theaters in November, making it one of only three Studio Ghibli films not to be released in July. 
In 2004 the film won the Osella Awards for Technical Achievement in the 61st Venice Film Festival, the Best Japanese Movie Overall in the Mainichi Film Awards and an Excellence Prize, Animation in the Japan Media Arts Festival.  In 2005 the film won the Animation of the Year in the Tokyo International Anime Fair and the Audience Award in the Maui Film Festival. 
In 2006 it was nominated for the Best Animated Feature in the 78th Academy Award, but lost to the movie Wallace and Gromit: The Curse of the Were-Rabbit.",NA,NA,{}
29785,Jitsu wa Watashi wa,"Actually, I am...",実は私は,"['Jitsuwata', 'The Truth Is I Am...', 'I am...']",TV,Manga,DAX Production,Fantasy,3xCube,13,Finished Airing,FALSE,2015-07-07,2015-09-02,23 min per ep,PG-13 - Teens 13 or older,7.05,69993,3475,674,141698,327,"One day after school, Asahi Kuromine stumbles upon the truth that Youko Shiragami, the girl he has a crush on, is actually a vampire. According to her father's rules, Youko must now quit school in order to keep her family safe. However, Asahi does not want her to go and promises that he will keep her true nature secret. Unfortunately, this turns out to be easier said than done, as Asahi is a man who is easy to read and is unable to keep any secrets to himself. And this is the only the beginning of his troubles—more supernatural beings enter his life, and he is forced to protect all of their identities or face the consequences. Jitsu wa Watashi wa follows Asahi as he deals with his new friends and the unique challenges they bring, struggles to keep his mouth shut, and desperately tries to win Youko's heart in the process. [Written by MAL Rewrite]",NA,Summer 2015,Tuesdays at 01:35 (JST),"{'Adaptation': [{'mal_id': 57015, 'type': 'manga', 'name': 'Jitsu wa Watashi wa', 'url': 'https://myanimelist.net/manga/57015/Jitsu_wa_Watashi_wa'}]}"
19513,Toki-iro Kaima,NA,朱鷺色怪魔,"['Shuiro no Youma', 'Shuri Iro no Youma', 'Scarlet Demon']",OVA,Unknown,Mushi Production,Horror,NA,4,Finished Airing,FALSE,1989-04-20,1990-02-02,20 min per ep,None,5.7,20,13280,11939,220,0,"Anime adaptation of the same name horror manga by Suzumiya Wayu, serialized in Shogakuan's Weekly Shonen Sunday special issue.",NA,NA,NA,{}
1964,Sakura Taisen: Ecole de Paris,Sakura Wars: School of Paris,サクラ大戦 エコール・ド・巴里,"['Sakura Wars OVA 3', 'Sakura Taisen: École de Paris', 'Sakura Taisen OVA 3']",OVA,Unknown,Radix,Mecha,NA,3,Finished Airing,FALSE,2003-03-19,2003-08-02,25 min per ep,PG-13 - Teens 13 or older,6.54,875,5640,6743,2647,2,"An unseen evil lurks in the streets of Paris. Unless something is done, the darkness will unleash its destruction and consume all that is good. The City of Love will be lost to her people forever. All hope rests within the hearts of five young ladies. The only problem is, they don't even know it yet. But will an apprenticed nun, a reserved aristocrat, a hardened criminal, a traveling circus emcee and a Japanese girl experiencing loss set aside their unique differences and come together as one for the defense of many. The Paris Fighting Troup is born. (Source: ANN)",NA,NA,NA,"{'Sequel': [{'mal_id': 562, 'type': 'anime', 'name': 'Sakura Taisen: Le Nouveau Paris', 'url': 'https://myanimelist.net/anime/562/Sakura_Taisen__Le_Nouveau_Paris'}], 'Parent story': [{'mal_id': 1166, 'type': 'anime', 'name': 'Sakura Taisen: Gouka Kenran', 'url': 'https://myanimelist.net/anime/1166/Sakura_Taisen__Gouka_Kenran'}]}"
38579,Monkey Peak,NA,モンキーピーク,[],ONA,Manga,NA,Seinen,Tomovies,NA,Currently Airing,TRUE,2018-10-26,NA,Unknown,None,8,4,12188,14200,94,0,The anime centers on a group of pharmaceutical company employees who embark on a mountain-climbing trip together and who encounter tragedy at the hands of mysterious monkeys when they reach the top. (Source: ANN),NA,NA,NA,"{'Adaptation': [{'mal_id': 104440, 'type': 'manga', 'name': 'Monkey Peak', 'url': 'https://myanimelist.net/manga/104440/Monkey_Peak'}]}"
1225,3x3 Eyes Seima Densetsu,3x3 Eyes: Legend of the Divine Demon,3×3 EYES聖魔伝説,"['Shin 3x3 Eyes', 'Sazan Eyes: Seima Densetsu']",OVA,Manga,Toei Animation,Demons,Studio Junio,3,Finished Airing,FALSE,1995-07-25,1996-06-02,45 min per ep,R - 17+ (violence & profanity),7.06,5608,3420,3850,10697,37,"Yakumo has trained and searched for 4 years, following Pai's mysterious dissapearance. However, when he finally finds her, not all is well as her memory seems to be gone. They attempt to return her memory by going to the Holy Land, birthplace of the immortal race of Sanjiyans.",NA,NA,NA,"{'Prequel': [{'mal_id': 300, 'type': 'anime', 'name': '3x3 Eyes', 'url': 'https://myanimelist.net/anime/300/3x3_Eyes'}]}"
10527,Duel Masters Cross,NA,デュエル・マスターズ クロス,[],TV,Original,Shogakukan Music & Digital Entertainment,Adventure,NA,100,Finished Airing,FALSE,2008-04-05,2010-03-02,10 min per ep,PG-13 - Teens 13 or older,6.56,549,5522,7908,1541,2,"Shobu and friends fight the remaining Fua Duelists in order to defeat Zakira. Once again, they face off against the old members of Fua Duelists at the World Championship tournament. Shobu also found the terrible fate his friends faced because of these duelists in their past. (Source: Duel Masters Wikia)",NA,Spring 2008,Unknown,"{'Side story': [{'mal_id': 6062, 'type': 'anime', 'name': 'Duel Masters Movie 2: Lunatic God Saga', 'url': 'https://myanimelist.net/anime/6062/Duel_Masters_Movie_2__Lunatic_God_Saga'}], 'Prequel': [{'mal_id': 10526, 'type': 'anime', 'name': 'Duel Masters Zero', 'url': 'https://myanimelist.net/anime/10526/Duel_Masters_Zero'}], 'Sequel': [{'mal_id': 10528, 'type': 'anime', 'name': 'Duel Masters Cross Shock', 'url': 'https://myanimelist.net/anime/10528/Duel_Masters_Cross_Shock'}]}"
31205,Lulin Da Maoxian,Jungle Master,绿林大冒险,['Shou Hu Zhe Sen Lin'],Movie,Original,NA,Fantasy,Shanghai Hippo Animation,1,Finished Airing,FALSE,2013-01-19,NA,1 hr 22 min,G - All Ages,5.15,20,11892,13771,115,0,"When a girl named Rainie runs away from home after her mom forgot about her birthday, she is magically transported from the big city to an enchanted jungle in an unfamiliar land where she meets Blue. With the help of Blue's grandfather and their newfound friend Mulla, they embark on an epic adventure to help Blue become the leader he is destined to be and save the rainforest from the villainous Boss Cain. (Source: Wikipedia)",NA,NA,NA,"{'Sequel': [{'mal_id': 35956, 'type': 'anime', 'name': 'Lulin Da Maoxian zhi Tangguo Shijie', 'url': 'https://myanimelist.net/anime/35956/Lulin_Da_Maoxian_zhi_Tangguo_Shijie'}]}"
849,Suzumiya Haruhi no Yuuutsu,The Melancholy of Haruhi Suzumiya,涼宮ハルヒの憂鬱,['Suzumiya Haruhi no Yuuutsu'],TV,Light novel,Kadokawa Pictures Japan,Sci-Fi,Kyoto Animation,14,Finished Airing,FALSE,2006-04-03,NA,23 min per ep,PG-13 - Teens 13 or older,7.97,322527,610,75,583026,14351,"Kyon, your typical high school student, has long given up his belief in the supernatural. However, upon meeting Haruhi Suzumiya, he quickly finds out that it is the supernatural that she is interested in—aliens, time travelers, and espers among other things. When Haruhi laments about the lack of intriguing clubs around school, Kyon inspires Haruhi to form her own club. As a result, the SOS Brigade is formed, a club which specializes in all that is the supernatural. Much to his chagrin, Kyon, along with the silent bookworm, Yuki Nagato, the shy and timid Mikuru Asahina, and the perpetually smiling Itsuki Koizumi, are recruited as members. The story follows the crazy adventures that these four endure under their whimsical leader, Haruhi. The story is based on the light novels by Nagaru Tanigawa. [Written by MAL Rewrite]","The episodes for this series were intentionally not broadcast in chronological order. Hence why at the end of episodes, the next announced episode number did not always match. Usually, Haruhi would announce it only to be corrected by Kyon. This leaves two different options of viewing: chronological order or broadcast order.
For the broadcast order/comparison between the two:",Spring 2006,Mondays at 00:00 (JST),"{'Adaptation': [{'mal_id': 3083, 'type': 'manga', 'name': 'Suzumiya Haruhi Series', 'url': 'https://myanimelist.net/manga/3083/Suzumiya_Haruhi_Series'}], 'Side story': [{'mal_id': 4382, 'type': 'anime', 'name': 'Suzumiya Haruhi no Yuuutsu (2009)', 'url': 'https://myanimelist.net/anime/4382/Suzumiya_Haruhi_no_Yuuutsu_2009'}], 'Spin-off': [{'mal_id': 5118, 'type': 'anime', 'name': 'Suzumiya Haruhi-chan no Yuuutsu', 'url': 'https://myanimelist.net/anime/5118/Suzumiya_Haruhi-chan_no_Yuuutsu'}, {'mal_id': 5957, 'type': 'anime', 'name': 'Nyoro-n Churuya-san', 'url': 'https://myanimelist.net/anime/5957/Nyoro-n_Churuya-san'}, {'mal_id': 26351, 'type': 'anime', 'name': 'Nagato Yuki-chan no Shoushitsu', 'url': 'https://myanimelist.net/anime/26351/Nagato_Yuki-chan_no_Shoushitsu'}], 'Sequel': [{'mal_id': 7311, 'type': 'anime', 'name': 'Suzumiya Haruhi no Shoushitsu', 'url': 'https://myanimelist.net/anime/7311/Suzumiya_Haruhi_no_Shoushitsu'}]}"
28861,Takamiya Nasuno Desu!: Teekyuu Spin-off,NA,高宮なすのです！〜てーきゅうスピンオフ〜,[],TV,Manga,DAX Production,Shounen,Millepensee,12,Finished Airing,FALSE,2015-04-07,2015-06-02,2 min per ep,PG-13 - Teens 13 or older,6.49,5483,5854,3852,10753,8,"A spin-off from Teekyuu which centers on the daily life of Nasuno Takamiya, the ""exceedingly airheaded"" school tennis club member in Teekyuu, and her friends.",NA,Spring 2015,Tuesdays at 01:08 (JST),"{'Adaptation': [{'mal_id': 83747, 'type': 'manga', 'name': 'Takamiya Nasuno desu!', 'url': 'https://myanimelist.net/manga/83747/Takamiya_Nasuno_desu'}], 'Parent story': [{'mal_id': 26395, 'type': 'anime', 'name': 'Teekyuu 4', 'url': 'https://myanimelist.net/anime/26395/Teekyuu_4'}], 'Side story': [{'mal_id': 31669, 'type': 'anime', 'name': 'Takamiya Nasuno Desu!: Teekyuu Spin-off Specials', 'url': 'https://myanimelist.net/anime/31669/Takamiya_Nasuno_Desu__Teekyuu_Spin-off_Specials'}]}"
23729,Minna Tomodachi,NA,みんな友だち,[],OVA,Unknown,NA,Comedy,NA,1,Finished Airing,FALSE,2003-01-01,NA,15 min,G - All Ages,5,5,12066,14485,78,0,An educational animation on the problems of bullying and friendship.,NA,NA,NA,{}
39035,Lux Straight & Beauty Massugu Ikiru,NA,ラックス ストレート＆ビューティー まっすぐ生きる,[],ONA,Original,NA,Slice of Life,NA,1,Finished Airing,FALSE,2016-08-30,NA,1 min,G - All Ages,3.37,19,11955,15255,34,0,A commercial for Lux shampoo and conditioner featuring virtual idol Hatsune Miku and Ghost in the Shell star Scarlett Johansson.,NA,NA,NA,{}
3269,.hack//G.U. Trilogy,.hack//G.U. Trilogy,.hack//G.U. Trilogy,[],Movie,Game,CyberConnect2,Fantasy,NA,1,Finished Airing,FALSE,2008-03-25,NA,1 hr 33 min,PG-13 - Teens 13 or older,7.23,12251,2724,2484,26361,116,"Based on the CyberConnect2 HIT GAME, now will be released in a CG Movie! The Movie will be placed in the storyline of each .hack//G.U. games trilogy. The story follows Haseo, a player in the online MMORPG called The World:R2 at first depicted as a PKK (Player Killer Killer) known as the ""Terror of Death"", a former member of the disbanded Twilight Brigade guild. Haseo encounters Azure Kite (believing him to be Tri-Edge and blaming him for what happened to Shino) but is hopelessly outmatched. Azure Kite easily defeats Haseo and Data Drains him, reducing his level from 133 to 1 and leaving him without any items, weapons, or member addresses. He is left with a mystery on his hands as to the nature of the Data Drain and why Azure Kite is in possession of such a skill. Eventually Haseo gains the ""Avatar"" of Skeith. Acquiring the ability to call Skeith and wield his abilities, such as Data Drain. With Skeith as his strength, Haseo begins the quest for a way to save Shino. He is seen seeking out a PK (Player Killer) known as Tri-Edge, whose victims supposedly are unable to return to The World after he PKs them. Haseo's friend, Shino, was attacked six months prior to the events of the game by Tri-Edge, and the player herself, Shino Nanao, was left in a coma. (Source: AniDB)",NA,NA,NA,"{'Prequel': [{'mal_id': 873, 'type': 'anime', 'name': '.hack//Roots', 'url': 'https://myanimelist.net/anime/873/hack__Roots'}], 'Sequel': [{'mal_id': 2928, 'type': 'anime', 'name': '.hack//G.U. Returner', 'url': 'https://myanimelist.net/anime/2928/hack__GU_Returner'}], 'Side story': [{'mal_id': 4469, 'type': 'anime', 'name': '.hack//G.U. Trilogy: Parody Mode', 'url': 'https://myanimelist.net/anime/4469/hack__GU_Trilogy__Parody_Mode'}], 'Other': [{'mal_id': 36646, 'type': 'anime', 'name': 'Daitai 3-bu de Wakaru .hack History', 'url': 'https://myanimelist.net/anime/36646/Daitai_3-bu_de_Wakaru_hack_History'}]}"
37109,Hakumei to Mikochi: Neji to Bed to Irori to Bakuchi,NA,ハクメイとミコチ 「ネジとベッド と 囲炉裏と博打」,"['Hakumei and Mikochi: Screws', 'Beds', 'Fireplaces', 'and Gambling']",Special,Manga,NA,Fantasy,Lerche,1,Finished Airing,FALSE,2018-06-27,NA,24 min,PG-13 - Teens 13 or older,7.51,1585,1639,5464,4575,4,Special episode included in the second Blu-ray/DVD volume.,NA,NA,NA,"{'Adaptation': [{'mal_id': 80841, 'type': 'manga', 'name': 'Hakumei to Mikochi', 'url': 'https://myanimelist.net/manga/80841/Hakumei_to_Mikochi'}], 'Other': [{'mal_id': 36094, 'type': 'anime', 'name': 'Hakumei to Mikochi', 'url': 'https://myanimelist.net/anime/36094/Hakumei_to_Mikochi'}]}"
12029,Uchuu Senkan Yamato 2199,Star Blazers: Space Battleship Yamato 2199,宇宙戦艦ヤマト2199,[],OVA,Original,OLM,Military,AIC,26,Finished Airing,FALSE,2012-05-25,2013-10-02,25 min per ep,PG-13 - Teens 13 or older,8.44,23521,147,1303,70771,1315,"In the year 2199, Earth faces its greatest crisis. Due to unrelenting bombings by the alien race known as ""Gamilas,"" the planet can no longer sustain its inhabitants. In exactly one year, humanity is set to become extinct. In desperation, the people of Earth establish the Earth Defense Force, their last defense against the power-hungry Gamilas Empire. However, humanity finds a glimmer of hope after receiving a message from the mysterious planet Iscandar, which offers them a device that would restore Earth to its former glory. With salvation in sight, the Earth Defense Force calls on the prolific Space Battleship Yamato and swiftly assembles a crew to make the 148,000 light-year trek to Iscandar and receive their aid. Among the crew are young officers Susumu Kodai and Daisuke Shima, along with several other newly promoted leaders, all under the command of the distinguished Captain Juuzou Okita. Forced to learn how to handle the ship's innovative technology while dealing with the onslaught of Gamilas fleets, the inexperienced cast of Uchuu Senkan Yamato 2199 must summon every inch of their resolve to survive the many hardships aboard the Yamato and complete their mission: to save humanity before it's too late. [Written by MAL Rewrite]","The series will be sold in the same theaters that show the Yamato movies on the same days, i.e. a simultaneous release.
The first two episodes of the TV series (which is the same as the OVA series) were pre-aired on the Family Gekijou  able and satellite channel on 6th and 7th of April, 2012. The rest of the episodes will be aired on MBS & TBS beginning April 7, 2013.",NA,NA,"{'Adaptation': [{'mal_id': 52803, 'type': 'manga', 'name': 'Uchuu Senkan Yamato 2199', 'url': 'https://myanimelist.net/manga/52803/Uchuu_Senkan_Yamato_2199'}], 'Alternative version': [{'mal_id': 1650, 'type': 'anime', 'name': 'Uchuu Senkan Yamato', 'url': 'https://myanimelist.net/anime/1650/Uchuu_Senkan_Yamato'}], 'Side story': [{'mal_id': 23249, 'type': 'anime', 'name': 'Uchuu Senkan Yamato 2199: Hoshimeguru Hakobune', 'url': 'https://myanimelist.net/anime/23249/Uchuu_Senkan_Yamato_2199__Hoshimeguru_Hakobune'}], 'Summary': [{'mal_id': 23931, 'type': 'anime', 'name': 'Uchuu Senkan Yamato 2199: Tsuioku no Koukai', 'url': 'https://myanimelist.net/anime/23931/Uchuu_Senkan_Yamato_2199__Tsuioku_no_Koukai'}], 'Sequel': [{'mal_id': 33064, 'type': 'anime', 'name': 'Uchuu Senkan Yamato 2202: Ai no Senshi-tachi', 'url': 'https://myanimelist.net/anime/33064/Uchuu_Senkan_Yamato_2202__Ai_no_Senshi-tachi'}]}"
2598,Juusenki L-Gaim,NA,重戦機エルガイム,['Heavy Metal L-Gaim'],TV,Original,Starchild Records,Sci-Fi,Sunrise,54,Finished Airing,FALSE,1984-02-04,1985-02-02,24 min per ep,PG-13 - Teens 13 or older,6.8,567,4425,6226,3256,11,"In the year 3990, the immortal Oldna Poseidal rules Pentagona, a war-torn solar system of five planets. Daba Myroad is a survivor of the Yaman Clan, just one of numerous native societies nearly wiped out by the tyrant. Living on the remote planet Koam with his friend Mirao Kyao, Daba possesses L-Gaim, a humanoid mecha known commonly as a ""Heavy Metal"" and the last known relic of the Yaman Clan. The pair befriend Fanneria Amu, an aspiring actress, and Lilith Fau, the last surviving fairy in Pentagona while on the run from a band of thieves attempting to steal L-Gaim. Daba promises to fulfill the dying wish of one of the thieves hunting him—an honorable act that leads him to the powerful merchant Amandara Kamandara. With their mission in sight, the ragtag group will face powerful adversaries and become entangled in a rebellion against Poseidal's reign. [Written by MAL Rewrite]",NA,Winter 1984,Unknown,"{'Summary': [{'mal_id': 2599, 'type': 'anime', 'name': 'Juusenki L-Gaim I: Pentagona Window + Lady Gyabure', 'url': 'https://myanimelist.net/anime/2599/Juusenki_L-Gaim_I__Pentagona_Window___Lady_Gyabure'}, {'mal_id': 2600, 'type': 'anime', 'name': 'Juusenki L-Gaim II: Farewell My Lovely + Pentagona Doors', 'url': 'https://myanimelist.net/anime/2600/Juusenki_L-Gaim_II__Farewell_My_Lovely___Pentagona_Doors'}], 'Other': [{'mal_id': 19279, 'type': 'anime', 'name': 'Pony Metal U-GAIM Promotion Film', 'url': 'https://myanimelist.net/anime/19279/Pony_Metal_U-GAIM_Promotion_Film'}]}"
1295,A-Ko The Versus,Project A-ko: Uncivil Wars,A-Ko The VS [ヴァーサス],['Project A-Ko: Vs'],OVA,Original,NA,Super Power,Studio Fantasia,2,Finished Airing,FALSE,1990-07-21,1990-08-02,51 min per ep,PG-13 - Teens 13 or older,6.39,1546,6222,6191,3301,4,"A-ko and B-ko are bounty hunters in an untamed world. When a young heiress, C-ko, falls out of the sky and into their hair, they find themselves battling space pirates and galactic police. Turns out the high-pitched, hungry C-ko holds a secret—the spirit of an ancient evil—and is the center of a plot to destroy the universe!",NA,NA,NA,"{'Alternative version': [{'mal_id': 212, 'type': 'anime', 'name': 'Project A-Ko', 'url': 'https://myanimelist.net/anime/212/Project_A-Ko'}]}"
33713,Seihou Bukyou Outlaw Star Specials,Outlaw Star,星方武侠アウトロースター,"['Future Hero Next Generation Outlaw Star', 'Starward Warrior Knight Outlaw Star']",Special,Manga,Victor Entertainment,Ecchi,Sunrise,2,Finished Airing,FALSE,1998-12-18,1999-04-02,25 min per ep,R+ - Mild Nudity,7.17,1451,3010,6089,3495,2,"Unaired episodes of Seihou Bukyou Outlaw Star included in the eighth and twelfth volumes of the VHS, designated as episodes 16 and 23.",NA,NA,NA,"{'Parent story': [{'mal_id': 400, 'type': 'anime', 'name': 'Seihou Bukyou Outlaw Star', 'url': 'https://myanimelist.net/anime/400/Seihou_Bukyou_Outlaw_Star'}]}"
10594,Tokimeki Tonight Recaps,NA,ときめきトゥナイト・スペシャル,"['Tokimeki Tonight Specials', 'Heart-Thumping Tonight Recaps', 'Heart-Thumping Tonight Specials']",Special,Unknown,Toho,Comedy,NA,2,Finished Airing,FALSE,1988-01-01,NA,49 min per ep,PG-13 - Teens 13 or older,6.24,84,6903,10793,373,1,"Recaps of some episodes from the TV series. Includes new humorous sketches called ""Tokimeki a la Carte"".",NA,NA,NA,"{'Full story': [{'mal_id': 3125, 'type': 'anime', 'name': 'Tokimeki Tonight', 'url': 'https://myanimelist.net/anime/3125/Tokimeki_Tonight'}]}"
