animeID,name,title_english,title_japanese,title_synonyms,type,source,producers,genre,studio,episodes,status,airing,start_date,end_date,duration,rating,score,scored_by,rank,popularity,members,favorites,synopsis,background,premiered,broadcast,related
10495,Yuru Yuri,YuruYuri: Happy Go Lily,ゆるゆり,['YRYR'],TV,Manga,Sotsu,Comedy,Doga Kobo,12,Finished Airing,FALSE,2011-07-05,2011-09-02,23 min per ep,PG-13 - Teens 13 or older,7.67,100327,1201,393,218029,3801,"After a year in grade school without her childhood friends, first year student Akari Akaza is finally reunited with second years Yui Funami and Kyouko Toshinou at their all-girls' middle school. During the duo's first year, Yui and Kyouko formed the ""Amusement Club"" which occupies the now nonexistent Tea Club's room. Shortly after Akari joins, one of her fellow classmates, Chinatsu Yoshikawa, pays the trio a visit under the impression that they are the Tea Club; it is only once the three girls explain that the Tea Club has been disbanded that they can convince Chinatsu to join the Amusement Club—a group with no purpose other than to provide entertainment for its members. Based on the slice-of-life manga by Namori, Yuru Yuri is an eccentric comedy about a group of girls who spend their spare time drinking tea and fawning over each other, all while completely failing to even notice the supposed main character Akari amongst them. [Written by MAL Rewrite]",NA,Summer 2011,Unknown,"{'Adaptation': [{'mal_id': 11593, 'type': 'manga', 'name': 'Yuru Yuri', 'url': 'https://myanimelist.net/manga/11593/Yuru_Yuri'}], 'Sequel': [{'mal_id': 12403, 'type': 'anime', 'name': 'Yuru Yuri♪♪', 'url': 'https://myanimelist.net/anime/12403/Yuru_Yuri♪♪'}], 'Side story': [{'mal_id': 12665, 'type': 'anime', 'name': 'Yuru Yuri: Doushite, Tomaranai, Tokimeki, Dokidoki, Paradox, Eternal', 'url': 'https://myanimelist.net/anime/12665/Yuru_Yuri__Doushite_Tomaranai_Tokimeki_Dokidoki_Paradox_Eternal'}]}"
10713,Towa no Quon 2: Konton no Ranbu,Towanoquon: Dancing Orchid in Chaos,トワノクオン 第２章 混沌の乱舞,[],Movie,Original,Movic,Mystery,Bones,1,Finished Airing,FALSE,2011-07-16,NA,48 min,PG-13 - Teens 13 or older,7.48,15523,1754,2462,26825,14,The story follows a boy named Quon and others who suddenly wake up with supernatural powers.,NA,NA,NA,"{'Adaptation': [{'mal_id': 27823, 'type': 'manga', 'name': 'Towa no Quon', 'url': 'https://myanimelist.net/manga/27823/Towa_no_Quon'}], 'Prequel': [{'mal_id': 10294, 'type': 'anime', 'name': 'Towa no Quon 1: Utakata no Kaben', 'url': 'https://myanimelist.net/anime/10294/Towa_no_Quon_1__Utakata_no_Kaben'}], 'Sequel': [{'mal_id': 10714, 'type': 'anime', 'name': 'Towa no Quon 3: Mugen no Renza', 'url': 'https://myanimelist.net/anime/10714/Towa_no_Quon_3__Mugen_no_Renza'}]}"
28677,Yamada-kun to 7-nin no Majo,Yamada-kun and the Seven Witches,山田くんと7人の魔女,"['Yamada-kun to Nananin no Majo', 'Yamada-kun and the 7 Witches']",TV,Manga,Lawson HMV Entertainment,Supernatural,LIDENFILMS,12,Finished Airing,FALSE,2015-04-12,2015-06-02,24 min per ep,PG-13 - Teens 13 or older,7.82,204357,869,179,363858,2576,"When Ryuu Yamada entered high school, he wanted to turn over a new leaf and lead a productive school life. That's why he chose to attend Suzaku High, where no one would know of his violent delinquent reputation. However, much to Ryuu's dismay, he is soon bored; now a second year, Ryuu has reverted to his old ways—lazy with abysmal grades and always getting into fights. One day, back from yet another office visit, Ryuu encounters Urara Shiraishi, a beautiful honors student. A misstep causes them both to tumble down the stairs, ending in an accidental kiss! The pair discover they can switch bodies with a kiss: an ability which will prove to be both convenient and troublesome. Learning of their new power, Toranosuke Miyamura, a student council officer and the single member of the Supernatural Studies Club, recruits them for the club. Soon joined by Miyabi Itou, an eccentric interested in all things supernatural, the group unearths the legend of the Seven Witches of Suzaku High, seven female students who have obtained different powers activated by a kiss. The Supernatural Studies Club embarks on its first quest: to find the identities of all the witches. [Written by MAL Rewrite]","Episode 1 was previewed at a screening at Cinemart Shinjuku in Tokyo on March 14, 2015. Regular broadcasting began on April 12, 2015.",Spring 2015,Sundays at 23:30 (JST),"{'Adaptation': [{'mal_id': 35003, 'type': 'manga', 'name': 'Yamada-kun to 7-nin no Majo', 'url': 'https://myanimelist.net/manga/35003/Yamada-kun_to_7-nin_no_Majo'}], 'Other': [{'mal_id': 20359, 'type': 'anime', 'name': 'Yamada-kun to 7-nin no Majo PV', 'url': 'https://myanimelist.net/anime/20359/Yamada-kun_to_7-nin_no_Majo_PV'}], 'Side story': [{'mal_id': 24627, 'type': 'anime', 'name': 'Yamada-kun to 7-nin no Majo (OVA)', 'url': 'https://myanimelist.net/anime/24627/Yamada-kun_to_7-nin_no_Majo_OVA'}], 'Spin-off': [{'mal_id': 30641, 'type': 'anime', 'name': 'Yankee-kun na Yamada-kun to Megane-chan to Majo', 'url': 'https://myanimelist.net/anime/30641/Yankee-kun_na_Yamada-kun_to_Megane-chan_to_Majo'}]}"
25103,Sumiko no Egao,NA,スミ子の笑顔,"[""Sumiko's Smile"", 'Smile of Sumiko']",Music,Original,Opera House,Music,NA,1,Finished Airing,FALSE,2012-04-25,NA,6 min,G - All Ages,5.32,58,9294,13122,146,0,A music video starring Sumiko.,NA,NA,NA,"{'Other': [{'mal_id': 25101, 'type': 'anime', 'name': 'Sumiko', 'url': 'https://myanimelist.net/anime/25101/Sumiko'}]}"
10447,Aquarion Evol,Aquarion Evol,アクエリオンEVOL,[],TV,Original,Bandai,Comedy,Satelight,26,Finished Airing,FALSE,2012-01-09,2012-06-02,24 min per ep,PG-13 - Teens 13 or older,7.24,32892,2688,1162,80266,408,"12,000 years after the events in Genesis Aquarion, humans live on the star Vega under constant threat of trans-dimensional beings called Abductors. These enemies originate from Vega’s sister star Altair and raid Vega for human life. As a countermeasure, an organization known as Neo-DEAVA formed to combat the Abductors. They pilot advanced mecha suits called Aquaria and are strictly separated by gender. Boys and girls are not allowed contact; they are even restrained from fighting on the same battlefield. However, events take a shocking turn when an advanced Abductor mecha suit joins the fray. Two teenagers, Mikono and Amata, are dragged into the conflict. Unknowingly, Amata performs a taboo when he summons an Aquaria and initializes what is called the Forbidden Union between male and female Aquaria. Neo-DEAVA is shocked, and the repercussions of Amata’s actions are much farther reaching than he realizes. How was he able to summon an Aquaria? Where did he learn to form a Forbidden Union? And why was Mikono also able to pilot the mecha suit?",The first two episodes were aired together as a 1 hour special.,Winter 2012,Unknown,"{'Adaptation': [{'mal_id': 38719, 'type': 'manga', 'name': 'Aquarion Evol', 'url': 'https://myanimelist.net/manga/38719/Aquarion_Evol'}], 'Prequel': [{'mal_id': 478, 'type': 'anime', 'name': 'Sousei no Aquarion', 'url': 'https://myanimelist.net/anime/478/Sousei_no_Aquarion'}], 'Other': [{'mal_id': 30381, 'type': 'anime', 'name': 'Sousei no Aquarion Evol', 'url': 'https://myanimelist.net/anime/30381/Sousei_no_Aquarion_Evol'}], 'Sequel': [{'mal_id': 30382, 'type': 'anime', 'name': 'Aquarion Logos', 'url': 'https://myanimelist.net/anime/30382/Aquarion_Logos'}]}"
34019,Tsugumomo,Tsugumomo,つぐもも,[],TV,Manga,Animax,Supernatural,Zero-G,12,Finished Airing,FALSE,2017-04-02,2017-06-01,24 min per ep,R+ - Mild Nudity,7.12,28804,3223,1278,72586,179,"Kazuya Kagami never goes anywhere without the precious ""Sakura Obi"" his mother gave him. One day a beautiful, kimono-clad girl named Kiriha appeared before him. Kiriha naturally began to live with Kazuya in his room. Then there's Chisato, Kazuya's childhood friend with glasses and a ponytail, who meddles in his affairs. Soon there's also an overprotective older sister who seems to want to take baths with him. Jumble in a huge-chested priestess, a good-looking sorceress named Kokuyoura, beautiful women, and hot girls, and Kazuya's happy, embarrassing, confusing life begins… (Source: MAL News)",NA,Spring 2017,Sundays at 23:30 (JST),"{'Adaptation': [{'mal_id': 14369, 'type': 'manga', 'name': 'Tsugumomo', 'url': 'https://myanimelist.net/manga/14369/Tsugumomo'}]}"
1557,Shounen Onmyouji,Shonen Onmyoji,少年陰陽師,"['The Young Spirit Master', 'Teenager Onmyoji', 'Shonen Onmyouji']",TV,Light novel,Sotsu,Fantasy,Studio Deen,26,Finished Airing,FALSE,2006-10-03,2007-03-01,23 min per ep,PG-13 - Teens 13 or older,7.66,15139,1220,1910,41387,279,"Masahiro is the grandson of the great onmyouji, Abe no Seimei. However, he lost his sixth sense that enables him to see supernatural beings, which is very important for an onmyouji. Thus, he is left with no choice but to try and pick a different career. But one day, a strange mononoke appears, which he names Mokkun, who shows him his true potential powers after fighting a demon. With the assistance of Mokkun, his quest to become the greatest onmyouji begins.",NA,Fall 2006,Unknown,"{'Adaptation': [{'mal_id': 12664, 'type': 'manga', 'name': 'Shounen Onmyouji', 'url': 'https://myanimelist.net/manga/12664/Shounen_Onmyouji'}]}"
30970,Jidou Bungaku Library,NA,児童文学ライブラリー　,['Jidou Bungaku Anime'],OVA,Unknown,NA,Samurai,NA,6,Finished Airing,FALSE,NA,NA,17 min per ep,G - All Ages,7,11,11411,13650,120,0,"A series of children's OVAs covering various stories from old folk tales, books, and historical events. Each OVA has a various amount of stories featured.",NA,NA,NA,{}
2640,Doraemon: It's Summer!,NA,夏だ！一番ドラえもん祭り,['Natsu da! Ichiban Doraemon Matsuri'],Special,Unknown,Asatsu DK,Fantasy,NA,1,Finished Airing,FALSE,1986-04-04,NA,23 min,PG - Children,6.51,252,5732,9395,746,0,NA,NA,NA,NA,"{'Parent story': [{'mal_id': 2471, 'type': 'anime', 'name': 'Doraemon (1979)', 'url': 'https://myanimelist.net/anime/2471/Doraemon_1979'}]}"
1539,Touch: Cross Road - Kaze no Yukue,NA,タッチ CROSS ROAD～風のゆくえ,['Touch: Crossroad - Kaze no Yukue'],Special,Unknown,Studio Jack,Sports,NA,1,Finished Airing,FALSE,2001-02-09,NA,1 hr 30 min,PG-13 - Teens 13 or older,7.1,984,3304,7371,1984,2,"Trying to find his own game of baseball, and not that of his brothers, Tatsuya moves to America and pitches for a poor, struggling minor league baseball team called the Emeralds. Meanwhile, Minami is still in Japan, trying to find her own path after quitting gymnastics. Inspired by a photograph of her final performance, she becomes the photographers assisstant. (Source: ANN)",NA,NA,NA,"{'Prequel': [{'mal_id': 1540, 'type': 'anime', 'name': 'Touch: Miss Lonely Yesterday - Are kara, Kimi wa...', 'url': 'https://myanimelist.net/anime/1540/Touch__Miss_Lonely_Yesterday_-_Are_kara_Kimi_wa'}]}"
940,Inukami!,NA,いぬかみっ!,['Dog Gods!'],TV,Light novel,Yomiuri Advertising,Supernatural,Seven Arcs,26,Finished Airing,FALSE,2006-04-06,2006-09-02,23 min per ep,PG-13 - Teens 13 or older,7.34,23583,2312,1538,56224,218,"Kawahira Keita is a descendant of a historic Inukami tamer family; however, because he lacked in its ability, he was forsaken by the family. One day, an Inukami named Youko came. She looked graceful, obedient, above all, beautiful. Soon he contracted with her, and she paid homage to him. However, she was a problematic Inukami that no one had been able to control. This is a slap stick comedy of an Inukami Tamer, Keita and an Inukami, Youko. Keita is a man of worldly passions, and he likes money and girls very much. On the other hand, Youko likes to destroy things and is very jealous. (Source: AnimeNfo)",NA,Spring 2006,Unknown,"{'Adaptation': [{'mal_id': 22504, 'type': 'manga', 'name': 'Inukami!', 'url': 'https://myanimelist.net/manga/22504/Inukami'}], 'Side story': [{'mal_id': 2132, 'type': 'anime', 'name': 'Inukami! The Movie: Tokumei Reiteki Sousakan Karina Shirou!', 'url': 'https://myanimelist.net/anime/2132/Inukami_The_Movie__Tokumei_Reiteki_Sousakan_Karina_Shirou'}], 'Character': [{'mal_id': 6628, 'type': 'anime', 'name': 'Dengeki Bunko 2007 Movie Festival Special', 'url': 'https://myanimelist.net/anime/6628/Dengeki_Bunko_2007_Movie_Festival_Special'}]}"
31892,The Legend of Huainanzi,NA,淮南子传奇,[],TV,Other,CCTV Animation,Adventure,NA,26,Finished Airing,FALSE,2012-04-23,NA,22 min per ep,G - All Ages,6.22,9,13259,11950,218,0,"During the ancient Western Han dynasty (206BC-9AD), a series of disasters caused by occult phenomena swept across the entire world. Huainanzi, the mysterious Chinese book bound in bamboo, was ripped apart and sent through time to different historical junctures. The book pieces were transformed into various objects, waiting to be rediscovered. A hundred years later, a young man, named Hong Lie, lifts up the burden to collect the missing pieces of the ancient bamboo book. With the help of Ba Gong and his friends going through the Gate of 24 Solar Terms, Hong Lie travels through dynasties to search for the lost pieces. In his adventure, Hong Lie and his loyal friends, Ji Ming and Gou Tiao, experienced the greatness of the ancient legends, appreciating the wisdom of the ancestors from Chun Qiu Period, and witnessed all the weird things happening among ordinary people. Warmth and coldness, sadness and happiness, separation and reunion, stories led him to the great world in the book Huainanzi. Through exciting adventures, he also made lifelong friends. In this special way, Hong Lie communicated with ancestors and started to see the principle of world, realizing that obeying the laws of nature and being in harmony with the environment was the right thing to do. A simple collecting journey slowly became a challenging trip for him to go on with his family mission, and inherit the ancestor’s spirit. (Source: Wikipedia)",NA,NA,Unknown,"{'Sequel': [{'mal_id': 31893, 'type': 'anime', 'name': 'The Legend of Huainanzi 2nd Season', 'url': 'https://myanimelist.net/anime/31893/The_Legend_of_Huainanzi_2nd_Season'}]}"
35522,Stella no Mahou Specials,NA,ステラのまほう,['Magic of Stella'],Special,4-koma manga,Hakuhodo DY Media Partners,School,Silver Link.,2,Finished Airing,FALSE,2017-02-24,2017-03-02,13 min per ep,PG-13 - Teens 13 or older,6.77,1357,4587,6260,3235,2,Specials bundled with the third and fourth discs of the Stella no Mahou television series.,NA,NA,NA,"{'Adaptation': [{'mal_id': 75079, 'type': 'manga', 'name': 'Stella no Mahou', 'url': 'https://myanimelist.net/manga/75079/Stella_no_Mahou'}], 'Parent story': [{'mal_id': 32555, 'type': 'anime', 'name': 'Stella no Mahou', 'url': 'https://myanimelist.net/anime/32555/Stella_no_Mahou'}]}"
740,Bishoujo Senshi Sailor Moon R,Sailor Moon R,美少女戦士セーラームーン R,['Pretty Soldier Sailor Moon R'],TV,Manga,TV Asahi,Demons,Toei Animation,43,Finished Airing,FALSE,1993-03-06,1994-03-01,24 min per ep,PG-13 - Teens 13 or older,7.75,53419,982,1018,93380,657,"Usagi Tsukino and her friends have been living peacefully until they are called into action again as Sailor Guardians, planetary warriors fighting for the peace of the galaxy. Usagi, also known as Sailor Moon, leads their group into battle when a new threat from beyond the stars presents itself: two survivors of an alien race, An and Ail. In order to save the source of their life force, the Makai Tree, An and Ail begin harvesting energy from unsuspecting humans. The Sailor Guardians must stop their plot or face the annihilation of Earth. But as one threat subsides, another follows—this time in the form of a little girl from the future who seeks the source of Sailor Moon's power to save her family. However, she is not the only one vying for it, as a group known as the Black Moon Clan also wishes to obtain the power and use it for nefarious purposes. In order to protect their destinies and the harmony of the universe, Sailor Moon and the rest of the Sailor Guardians must fight to stop these forces from succeeding. [Written by MAL Rewrite]",NA,Spring 1993,Unknown,"{'Adaptation': [{'mal_id': 92, 'type': 'manga', 'name': 'Bishoujo Senshi Sailor Moon', 'url': 'https://myanimelist.net/manga/92/Bishoujo_Senshi_Sailor_Moon'}], 'Prequel': [{'mal_id': 530, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon', 'url': 'https://myanimelist.net/anime/530/Bishoujo_Senshi_Sailor_Moon'}], 'Side story': [{'mal_id': 531, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon R: The Movie', 'url': 'https://myanimelist.net/anime/531/Bishoujo_Senshi_Sailor_Moon_R__The_Movie'}], 'Sequel': [{'mal_id': 532, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon S', 'url': 'https://myanimelist.net/anime/532/Bishoujo_Senshi_Sailor_Moon_S'}], 'Summary': [{'mal_id': 8756, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon Memorial', 'url': 'https://myanimelist.net/anime/8756/Bishoujo_Senshi_Sailor_Moon_Memorial'}], 'Alternative version': [{'mal_id': 14751, 'type': 'anime', 'name': 'Bishoujo Senshi Sailor Moon Crystal', 'url': 'https://myanimelist.net/anime/14751/Bishoujo_Senshi_Sailor_Moon_Crystal'}]}"
29937,Qin Shi Ming Yue Zhi: Luosheng Tangxia,NA,秦时明月之罗生堂下,['Under Luosheng Tang'],ONA,Novel,NA,Action,Sparkly Key Animation Studio,1,Finished Airing,FALSE,2014-08-13,NA,18 min,PG-13 - Teens 13 or older,6.24,66,6895,11103,322,0,A single episode special that was released on a web-tour game to coincide with the movie release. This special tells of a young Taoist who joins the Yin-Yang School to find his sister.,NA,NA,NA,"{'Parent story': [{'mal_id': 9806, 'type': 'anime', 'name': 'Qin Shi Ming Yue: Bai Bu Fei Jian', 'url': 'https://myanimelist.net/anime/9806/Qin_Shi_Ming_Yue__Bai_Bu_Fei_Jian'}, {'mal_id': 11835, 'type': 'anime', 'name': 'Qin Shi Ming Yue: Zhu Zi Bai Jia', 'url': 'https://myanimelist.net/anime/11835/Qin_Shi_Ming_Yue__Zhu_Zi_Bai_Jia'}, {'mal_id': 11841, 'type': 'anime', 'name': 'Qin Shi Ming Yue: Ye Jin Tianming', 'url': 'https://myanimelist.net/anime/11841/Qin_Shi_Ming_Yue__Ye_Jin_Tianming'}, {'mal_id': 15905, 'type': 'anime', 'name': 'Qin Shi Ming Yue: Wanli Changcheng', 'url': 'https://myanimelist.net/anime/15905/Qin_Shi_Ming_Yue__Wanli_Changcheng'}, {'mal_id': 29910, 'type': 'anime', 'name': 'Qin Shi Ming Yue 3D: Dianying Longteng Wanli', 'url': 'https://myanimelist.net/anime/29910/Qin_Shi_Ming_Yue_3D__Dianying_Longteng_Wanli'}, {'mal_id': 29936, 'type': 'anime', 'name': 'Qin Shi Ming Yue: Junlin Tianxia', 'url': 'https://myanimelist.net/anime/29936/Qin_Shi_Ming_Yue__Junlin_Tianxia'}]}"
20507,Noragami,Noragami: Stray God,ノラガミ,[],TV,Manga,Dentsu,Action,Bones,12,Finished Airing,FALSE,2014-01-05,2014-03-02,24 min per ep,PG-13 - Teens 13 or older,8.14,567923,391,14,961853,20927,"In times of need, if you look in the right place, you just may see a strange telephone number scrawled in red. If you call this number, you will hear a young man introduce himself as the Yato God. Yato is a minor deity and a self-proclaimed ""Delivery God,"" who dreams of having millions of worshippers. Without a single shrine dedicated to his name, however, his goals are far from being realized. He spends his days doing odd jobs for five yen apiece, until his weapon partner becomes fed up with her useless master and deserts him. Just as things seem to be looking grim for the god, his fortune changes when a middle school girl, Hiyori Iki, supposedly saves Yato from a car accident, taking the hit for him. Remarkably, she survives, but the event has caused her soul to become loose and hence able to leave her body. Hiyori demands that Yato return her to normal, but upon learning that he needs a new partner to do so, reluctantly agrees to help him find one. And with Hiyori's help, Yato's luck may finally be turning around. [Written by MAL Rewrite]",Aside from the anime and manga there is a mobile game titled Noragami -Kami to Enishi-.,Winter 2014,Sundays at 23:30 (JST),"{'Adaptation': [{'mal_id': 24692, 'type': 'manga', 'name': 'Noragami', 'url': 'https://myanimelist.net/manga/24692/Noragami'}], 'Side story': [{'mal_id': 20767, 'type': 'anime', 'name': 'Noragami OVA', 'url': 'https://myanimelist.net/anime/20767/Noragami_OVA'}], 'Sequel': [{'mal_id': 30503, 'type': 'anime', 'name': 'Noragami Aragoto', 'url': 'https://myanimelist.net/anime/30503/Noragami_Aragoto'}], 'Other': [{'mal_id': 32700, 'type': 'anime', 'name': 'Heart Realize', 'url': 'https://myanimelist.net/anime/32700/Heart_Realize'}, {'mal_id': 35773, 'type': 'anime', 'name': 'Noraneko', 'url': 'https://myanimelist.net/anime/35773/Noraneko'}]}"
7169,Ibarahime Mata wa Nemurihime,Briar-Rose or The Sleeping Beauty,いばら姫またはねむり姫,"['Sleeping Beauty', 'Šípková Růženka aneb Spící krasavice']",Movie,Other,Kawamoto Productions,Historical,NA,1,Finished Airing,FALSE,1990-01-01,NA,21 min,PG-13 - Teens 13 or older,6.23,313,6920,9341,769,1,"An alternate retelling of the classic Sleeping Beauty fairy tale. The story begins in the same way as the original story but our young heroine instead of falling under the mystical spell begins to uncover the mystery of the man who cursed her and his relationship with her mother. It is a realistic reminder that ""They lived happily ever after..."", may not be as happy as we once envisioned.",Winner of the 1990 Oofuji Noburou Award at the Mainichi Film Awards.,NA,NA,{}
30829,Love Live! School Idol Project 2nd Season Recap,NA,ラブライブ！スクールアイドルプロジェクトセカンドシーズンの要約,[],OVA,Unknown,NA,School,NA,1,Finished Airing,FALSE,2015-05-22,NA,30 min,PG-13 - Teens 13 or older,7.43,2375,1924,4678,6727,34,Recap OVA of Love Live! School Idol Project 2nd.,NA,NA,NA,"{'Full story': [{'mal_id': 19111, 'type': 'anime', 'name': 'Love Live! School Idol Project 2nd Season', 'url': 'https://myanimelist.net/anime/19111/Love_Live_School_Idol_Project_2nd_Season'}], 'Prequel': [{'mal_id': 21853, 'type': 'anime', 'name': 'Love Live! School Idol Project Recap', 'url': 'https://myanimelist.net/anime/21853/Love_Live_School_Idol_Project_Recap'}]}"
36266,Mahou Shoujo Site,NA,魔法少女サイト,['Magical Girl Site'],TV,Manga,NA,Horror,production doA,12,Finished Airing,FALSE,2018-04-07,2018-06-02,24 min per ep,R - 17+ (violence & profanity),6.55,29500,5589,1074,87981,342,"Every day, Aya Asagiri thinks about killing herself. She is bullied relentlessly at school, and at home, her older brother Kaname physically abuses her to relieve the academic stress put on him by their father. One night, as she lies awake wishing for death, a mysterious website called Magical Girl Site appears on her laptop, promising to give her magical powers. At first, she dismisses it as a creepy prank, but when she finds a magical gun in her shoe locker the next day, she doesn't know what to believe. Deciding to take it with her, she soon runs into her bullies once again. But this time, desperate for anything to save her, she uses the gun—and her assailants are transported to a nearby railroad crossing, where they are run over. Aya's conscience is unable to handle the fact that she murdered two of her classmates with magic, and she desperately tries to understand the situation. However, when she finds herself in trouble again, she is saved by Tsuyuno Yatsumura, a classmate who can use magic to stop time. This duo has a lot to do: not only do they have to fight alongside and against other magical girls, but they also need to uncover the truth behind the website and the apocalyptic event known as ""The Tempest"" that is soon to occur. [Written by MAL Rewrite]",NA,Spring 2018,Saturdays at 01:55 (JST),"{'Adaptation': [{'mal_id': 57295, 'type': 'manga', 'name': 'Mahou Shoujo Site', 'url': 'https://myanimelist.net/manga/57295/Mahou_Shoujo_Site'}], 'Summary': [{'mal_id': 38104, 'type': 'anime', 'name': 'Mahou Shoujo Site Recaps', 'url': 'https://myanimelist.net/anime/38104/Mahou_Shoujo_Site_Recaps'}]}"
269,Bleach,Bleach,BLEACH - ブリーチ -,[],TV,Manga,TV Tokyo,Shounen,Studio Pierrot,366,Finished Airing,FALSE,2004-10-05,2012-03-02,24 min per ep,PG-13 - Teens 13 or older,7.89,465028,713,22,889504,42878,"Ichigo Kurosaki is an ordinary high schooler—until his family is attacked by a Hollow, a corrupt spirit that seeks to devour human souls. It is then that he meets a Soul Reaper named Rukia Kuchiki, who gets injured while protecting Ichigo's family from the assailant. To save his family, Ichigo accepts Rukia's offer of taking her powers and becomes a Soul Reaper as a result. However, as Rukia is unable to regain her powers, Ichigo is given the daunting task of hunting down the Hollows that plague their town. However, he is not alone in his fight, as he is later joined by his friends—classmates Orihime Inoue, Yasutora Sado, and Uryuu Ishida—who each have their own unique abilities. As Ichigo and his comrades get used to their new duties and support each other on and off the battlefield, the young Soul Reaper soon learns that the Hollows are not the only real threat to the human world. [Written by MAL Rewrite]","Bleach adapts the first 54 volumes of Tite Kubo's manga series of the same name. In addition, 4 anime-original arcs were broadcast in-between and during the adaptations of original arcs of the manga.",Fall 2004,Tuesdays at 18:00 (JST),"{'Adaptation': [{'mal_id': 12, 'type': 'manga', 'name': 'Bleach', 'url': 'https://myanimelist.net/manga/12/Bleach'}], 'Side story': [{'mal_id': 762, 'type': 'anime', 'name': 'Bleach: Memories in the Rain', 'url': 'https://myanimelist.net/anime/762/Bleach__Memories_in_the_Rain'}, {'mal_id': 834, 'type': 'anime', 'name': 'Bleach: The Sealed Sword Frenzy', 'url': 'https://myanimelist.net/anime/834/Bleach__The_Sealed_Sword_Frenzy'}, {'mal_id': 1686, 'type': 'anime', 'name': 'Bleach Movie 1: Memories of Nobody', 'url': 'https://myanimelist.net/anime/1686/Bleach_Movie_1__Memories_of_Nobody'}, {'mal_id': 2889, 'type': 'anime', 'name': 'Bleach Movie 2: The DiamondDust Rebellion - Mou Hitotsu no Hyourinmaru', 'url': 'https://myanimelist.net/anime/2889/Bleach_Movie_2__The_DiamondDust_Rebellion_-_Mou_Hitotsu_no_Hyourinmaru'}, {'mal_id': 4835, 'type': 'anime', 'name': 'Bleach Movie 3: Fade to Black - Kimi no Na wo Yobu', 'url': 'https://myanimelist.net/anime/4835/Bleach_Movie_3__Fade_to_Black_-_Kimi_no_Na_wo_Yobu'}, {'mal_id': 8247, 'type': 'anime', 'name': 'Bleach Movie 4: Jigoku-hen', 'url': 'https://myanimelist.net/anime/8247/Bleach_Movie_4__Jigoku-hen'}, {'mal_id': 35118, 'type': 'anime', 'name': 'Bleach Colorful!: Gotei Juusan Yatai Daisakusen!', 'url': 'https://myanimelist.net/anime/35118/Bleach_Colorful__Gotei_Juusan_Yatai_Daisakusen'}]}"
31988,Hibike! Euphonium 2,Sound! Euphonium 2,響け！ユーフォニアム2,['Hibike! Euphonium Second Season'],TV,Novel,Rakuonsha,School,Kyoto Animation,13,Finished Airing,FALSE,2016-10-06,2016-12-02,23 min per ep,PG-13 - Teens 13 or older,8.29,54900,259,890,110603,1464,"Following their success in the qualifying round for the Kansai regional competition, the members of the Kitauji High School concert band set their sights on the next upcoming performance. Utilizing their summer break to the utmost, the band participates in a camp where they are instructed by their band advisor Noboru Taki and his friends who make their living as professional musicians. Kumiko Oumae and her friends remain determined to attain gold at the Kansai competition, but trouble arises when a student who once quit the band shows interest in rejoining and sparks unpleasant memories for the second-year members. Kumiko also learns about her teacher's surprising past and the motivation behind his desire to lead the band to victory. Reaching nationals will require hard work, and the adamant conviction in each student's commitment to the band will be put to the test. [Written by MAL Rewrite]",NA,Fall 2016,Thursdays at 00:00 (JST),"{'Adaptation': [{'mal_id': 96125, 'type': 'manga', 'name': 'Hibike! Euphonium: Kitauji Koukou Suisougaku-bu no Ichiban Atsui Natsu', 'url': 'https://myanimelist.net/manga/96125/Hibike_Euphonium__Kitauji_Koukou_Suisougaku-bu_no_Ichiban_Atsui_Natsu'}, {'mal_id': 113830, 'type': 'manga', 'name': 'Hibike! Euphonium', 'url': 'https://myanimelist.net/manga/113830/Hibike_Euphonium'}], 'Prequel': [{'mal_id': 27989, 'type': 'anime', 'name': 'Hibike! Euphonium', 'url': 'https://myanimelist.net/anime/27989/Hibike_Euphonium'}], 'Other': [{'mal_id': 34204, 'type': 'anime', 'name': 'Hibike! Euphonium 2 Specials', 'url': 'https://myanimelist.net/anime/34204/Hibike_Euphonium_2_Specials'}], 'Summary': [{'mal_id': 35082, 'type': 'anime', 'name': 'Hibike! Euphonium Movie 2: Todoketai Melody', 'url': 'https://myanimelist.net/anime/35082/Hibike_Euphonium_Movie_2__Todoketai_Melody'}], 'Side story': [{'mal_id': 35677, 'type': 'anime', 'name': 'Liz to Aoi Tori', 'url': 'https://myanimelist.net/anime/35677/Liz_to_Aoi_Tori'}], 'Sequel': [{'mal_id': 35678, 'type': 'anime', 'name': 'Hibike! Euphonium Movie 3: Chikai no Finale', 'url': 'https://myanimelist.net/anime/35678/Hibike_Euphonium_Movie_3__Chikai_no_Finale'}]}"
